loss,mean_F1,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,trial_id
1.9709546566009521,0.5436974763870239,772.9747030735016,False,,,1,4cd480f362be45a190453d908aa73f2c,2021-06-30_23-54-00,1625090040,772.9747030735016,155849,TP-X1-C7,192.168.178.28,772.9747030735016,0,1,deb7c_00007
1.9124411344528198,0.5729706287384033,778.8149156570435,False,,,2,4cd480f362be45a190453d908aa73f2c,2021-07-01_00-06-59,1625090819,1551.789618730545,155849,TP-X1-C7,192.168.178.28,1551.789618730545,0,2,deb7c_00007
1.7371110916137695,0.5964555740356445,750.9997749328613,False,,,3,4cd480f362be45a190453d908aa73f2c,2021-07-01_00-19-30,1625091570,2302.7893936634064,155849,TP-X1-C7,192.168.178.28,2302.7893936634064,0,3,deb7c_00007
1.6758641004562378,0.6112083792686462,755.241602897644,False,,,4,4cd480f362be45a190453d908aa73f2c,2021-07-01_00-32-05,1625092325,3058.0309965610504,155849,TP-X1-C7,192.168.178.28,3058.0309965610504,0,4,deb7c_00007
1.649285912513733,0.6206533312797546,756.6239495277405,False,,,5,4cd480f362be45a190453d908aa73f2c,2021-07-01_00-44-42,1625093082,3814.654946088791,155849,TP-X1-C7,192.168.178.28,3814.654946088791,0,5,deb7c_00007
1.5907162427902222,0.6275659799575806,767.6651213169098,False,,,6,4cd480f362be45a190453d908aa73f2c,2021-07-01_00-57-30,1625093850,4582.320067405701,155849,TP-X1-C7,192.168.178.28,4582.320067405701,0,6,deb7c_00007
1.6072800159454346,0.6336521506309509,758.5998854637146,False,,,7,4cd480f362be45a190453d908aa73f2c,2021-07-01_01-10-08,1625094608,5340.919952869415,155849,TP-X1-C7,192.168.178.28,5340.919952869415,0,7,deb7c_00007
1.556997537612915,0.6391093730926514,762.6639757156372,False,,,8,4cd480f362be45a190453d908aa73f2c,2021-07-01_01-22-51,1625095371,6103.5839285850525,155849,TP-X1-C7,192.168.178.28,6103.5839285850525,0,8,deb7c_00007
1.7459449768066406,0.6387526988983154,755.9837996959686,False,,,9,4cd480f362be45a190453d908aa73f2c,2021-07-01_01-35-27,1625096127,6859.567728281021,155849,TP-X1-C7,192.168.178.28,6859.567728281021,0,9,deb7c_00007
1.5744011402130127,0.6418226957321167,765.0392632484436,False,,,10,4cd480f362be45a190453d908aa73f2c,2021-07-01_01-48-12,1625096892,7624.606991529465,155849,TP-X1-C7,192.168.178.28,7624.606991529465,0,10,deb7c_00007
1.6555707454681396,0.6423293352127075,771.9222388267517,False,,,11,4cd480f362be45a190453d908aa73f2c,2021-07-01_02-01-04,1625097664,8396.529230356216,155849,TP-X1-C7,192.168.178.28,8396.529230356216,0,11,deb7c_00007
1.5864641666412354,0.6436358690261841,766.3984818458557,False,,,12,4cd480f362be45a190453d908aa73f2c,2021-07-01_02-13-50,1625098430,9162.927712202072,155849,TP-X1-C7,192.168.178.28,9162.927712202072,0,12,deb7c_00007
1.5525256395339966,0.6468507647514343,767.384218454361,False,,,13,4cd480f362be45a190453d908aa73f2c,2021-07-01_02-26-38,1625099198,9930.311930656433,155849,TP-X1-C7,192.168.178.28,9930.311930656433,0,13,deb7c_00007
1.5520122051239014,0.6494187712669373,760.3699471950531,False,,,14,4cd480f362be45a190453d908aa73f2c,2021-07-01_02-39-18,1625099958,10690.681877851486,155849,TP-X1-C7,192.168.178.28,10690.681877851486,0,14,deb7c_00007
1.602212905883789,0.650053083896637,767.138245344162,False,,,15,4cd480f362be45a190453d908aa73f2c,2021-07-01_02-52-05,1625100725,11457.820123195648,155849,TP-X1-C7,192.168.178.28,11457.820123195648,0,15,deb7c_00007
1.683502435684204,0.650774359703064,766.6288998126984,False,,,16,4cd480f362be45a190453d908aa73f2c,2021-07-01_03-04-52,1625101492,12224.449023008347,155849,TP-X1-C7,192.168.178.28,12224.449023008347,0,16,deb7c_00007
1.6086995601654053,0.6516713500022888,773.1452867984772,False,,,17,4cd480f362be45a190453d908aa73f2c,2021-07-01_03-17-45,1625102265,12997.594309806824,155849,TP-X1-C7,192.168.178.28,12997.594309806824,0,17,deb7c_00007
1.622341275215149,0.6530592441558838,766.3546364307404,False,,,18,4cd480f362be45a190453d908aa73f2c,2021-07-01_03-30-31,1625103031,13763.948946237564,155849,TP-X1-C7,192.168.178.28,13763.948946237564,0,18,deb7c_00007
1.557405948638916,0.6551402807235718,765.0696430206299,False,,,19,4cd480f362be45a190453d908aa73f2c,2021-07-01_03-43-16,1625103796,14529.018589258194,155849,TP-X1-C7,192.168.178.28,14529.018589258194,0,19,deb7c_00007
1.558098316192627,0.6568366885185242,756.218278169632,True,,,20,4cd480f362be45a190453d908aa73f2c,2021-07-01_03-55-53,1625104553,15285.236867427826,155849,TP-X1-C7,192.168.178.28,15285.236867427826,0,20,deb7c_00007
