,Page Name,User Name,Facebook Id,Likes at Posting,Followers at Posting,Created,Type,Total Interactions,Likes,Comments,Shares,Love,Wow,Haha,Sad,Angry,Care,Video Share Status,Post Views,Total Views,Total Views For All Crossposts,Video Length,URL,Message,Link,Final Link,Image Text,Link Text,Description,Sponsor Id,Sponsor Name,Overperforming Score (weighted  —  Likes 1x Shares 1x Comments 1x Love 1x Wow 1x Haha 1x Sad 1x Angry 1x Care 1x ),reactions_sum,reactions_groupavg,score
518,Senator John Hickenlooper,SenatorHick,101702821881752,4125,5701,2021-04-20 20:05:23 CEST,Status,275,151,43,25,35,3,17,0,1,0,,0,0,0,,https://www.facebook.com/101702821881752/posts/157724426279591,"In 2020, Colorado's marijuana industry: 💼Supported more than 35,000 jobs 💵Generated $2.2 billion in sales 💰Raised nearly $387.5 million in tax revenue for education, health initiatives, and more Legal weed is good for Colorado — to put it bluntly. #420day",,,,,,,,1.51,275,380.0625,0.7235652030915968
519,Reverend Raphael Warnock,reverendwarnock,109111900634787,141108,148204,2021-04-20 14:49:25 CEST,Link,"3,661",2726,136,199,520,0,9,2,0,69,,0,0,0,,https://www.facebook.com/109111900634787/posts/329272365285405,"Homeownership is the main way families build long term wealth in our country, but for too long discrimination has stopped many black and brown Americans from being able to buy a home. It’s time for change.",https://www.cbs46.com/news/sen-warnock-raises-questions-on-racial-disparities-in-senate-committee-hearing/article_55a686e0-9e02-11eb-a7dd-8303e744e83d.html,,,Sen. Warnock raises questions on racial disparities in housing,U.S. Senator Reverend Raphael Warnock (D-GA) highlighted racial disparities in the housing market at a senate committee meeting.,,,1.51,3661,4100.8125,0.8927499123649277
520,Alex Padilla,alexpadilla4ca,471134912978464,28027,29315,2021-04-12 17:35:03 CEST,Link,358,271,21,11,44,1,0,0,2,8,,0,0,0,,https://www.facebook.com/471134912978464/posts/3939728982785689,"Proud to wake up each and every day to serve the people of California in the United States Senate. So many important issues to focus on, so much critical work underway.",https://fox5sandiego.com/news/politics/inside-california-politics/watch-sen-alex-padilla-joins-inside-california-politics-for-exclusive-town-hall/,,,"Sen. Padilla talks citizenship for essential workers, other priorities in exclusive town hall","U.S. Senator Alex Padilla joined Inside California Politics for a special town hall, sharing his thoughts on granting a path to citizenship for essential workers.",,,1.51,358,506.5652173913044,0.7067204531799846
521,U.S. Senator Tina Smith,USSenTinaSmith,576525459360552,19455,45316,2021-04-15 22:34:36 CEST,Status,"1,888",1208,270,106,273,4,11,0,2,14,,0,0,0,,https://www.facebook.com/576525459360552/posts/1439613043051785,"Have some exciting news. I've been working for months on a bipartisan bill to lower prescription drug prices. Today, it officially passed through Congress and is headed for Biden's desk. The bill is pretty simple. Drug companies like pulling this trick where they make some minor, insignificant change to their drugs and then get to extend their rights to keep the price up for five more years. If the President signs this bill, they can't do that anymore. This isn't the end of the work I'm doing on making prescription drugs affordable for everyone. There is so much work ahead. But this is an important step forward and I'm glad it looks like we are on course to make it law. Thanks U.S. Senator Bill Cassidy for working with me on this.",,,,,,,,1.51,1888,2374.4,0.7951482479784366
522,Senator Maggie Hassan,SenatorHassan,523773000968844,23116,37028,2021-05-07 00:27:38 CEST,Status,412,322,58,5,15,1,7,0,3,1,,0,0,0,,https://www.facebook.com/523773000968844/posts/4365673556778750,Update: NH will receive nearly $1 million in additional funding to expand access to and education around COVID-19 vaccinations.,,,,,,,,1.51,412,757.2758620689655,0.5440553708847503
523,Senator Maria Cantwell,senatorcantwell,1657057011237862,57206,160239,2021-04-08 21:00:06 CEST,Link,"1,348",937,139,45,189,5,8,0,5,20,,0,0,0,,https://www.facebook.com/1657057011237862/posts/2979624282314455,"OMB, under the Biden administration, has come to its senses. It believes denying a population access to its historic records is wrong. I’m glad they are going to continue to allow Tribal communities to access this important information.",https://www.seattletimes.com/seattle-news/biden-administration-halts-sale-of-national-archives-at-seattle/,,,Sale of National Archives in Seattle halted by Biden administration,"Set to be moved to Missouri and California were the histories of 272 federally recognized tribes in this region, as well as all federal records generated in the Pacific Northwest, including military, land, court, tax and census documents.",,,1.51,1348,1400.75,0.9623416027128324
524,Senator Chris Murphy,senchrismurphy,2399054590165497,245578,307588,2021-05-03 20:26:06 CEST,Link,"1,163",919,82,19,118,0,13,0,0,12,,0,0,0,,https://www.facebook.com/2399054590165497/posts/5503168379754087,Vaccines work.,https://www.nbcconnecticut.com/news/coronavirus/connecticut-covid-19-hospitalizations-continue-to-decline/2478478/,,,Connecticut COVID-19 Hospitalizations Continue to Decline,"Hospitalizations in Connecticut related to COVID-19 continue to decline, the state Department of Public Health and the governor’s office announced Friday. Since Thursday, the number of active hospitalizations in the state due to COVID-19 dropped by 20 to 383. However, 13 more people lost their liv...",,,1.51,1163,2562.525,0.4538492307392123
525,U.S. Senator Kirsten Gillibrand,SenKirstenGillibrand,147791132432624,28075,157362,2021-04-19 19:20:01 CEST,Link,670,490,35,61,61,1,4,3,2,13,,0,0,0,,https://www.facebook.com/147791132432624/posts/899643147247415,We know burn pits are deadly — that's why they're banned in the United States. We shouldn't be forcing veterans to fight to get the care they need. It's time to pass the #BurnPitsAct and make this right.,https://www.foxnews.com/politics/jon-stewart-burn-pit-exposure-veterans-washington-bill,,,Jon Stewart continues fight in Washington for vets made sick from burn pit exposure,Jon Stewart is back in Washington in a continued effort to help the 3 million-plus veterans believed to have been made sick from their exposure to burn pits.,,,1.51,670,959.3703703703703,0.6983747056325522
526,Senator Jeff Merkley,jeffmerkley,74374931545,127082,190122,2021-05-07 18:03:20 CEST,Link,"1,503",942,258,67,160,2,54,4,8,8,,0,0,0,,https://www.facebook.com/74374931545/posts/10158049377846546,Voters like a plan that invests in their families and sets up the foundation for them to thrive. We need to deliver for them.,https://thehill.com/homenews/administration/551858-almost-6-in-10-support-bidens-american-families-plan-poll,,,Almost 6 in 10 support Biden's American Families Plan: poll,"A majority of Americans support President Biden's proposed American Families Plan, a $1.8 trillion measure he is asking Congress to fund to help working people receive the benefits they need as the country tries to move on from the coronaviru",,,1.5,1503,3166.325,0.4746827947225885
527,Alex Padilla,alexpadilla4ca,471134912978464,28136,29448,2021-04-23 17:35:02 CEST,Link,353,271,12,18,47,0,0,0,1,4,,0,0,0,,https://www.facebook.com/471134912978464/posts/3971386689619918,This new federal funding from the American Rescue plan will infuse hundreds of millions of dollars into local projects across the state to increase the affordable housing supply.,https://www.triplicate.com/news/padilla-announces-over-667-million-for-affordable-housing-projects/article_0feccaba-9e16-11eb-8c0c-0bbcb5f2bc0a.html,,,Padilla announces over $667 million for affordable housing projects,"U.S. Senator Alex Padilla (D-Calif) recently announced over $667 million in federal funding —provided by the American Rescue Plan, which Padilla helped pass last month — will go toward supporting",,,1.5,353,506.5652173913044,0.6968500557892026
528,Senator Bob Menendez,senatormenendez,349744811357,53650,160899,2021-04-20 21:42:55 CEST,Native Video,368,114,181,15,7,1,30,3,16,1,owned,4103,4164,0,00:01:24,https://www.facebook.com/349744811357/posts/10159185411886358,"22 years after Columbine, the NRA is weakened and the movement behind commonsense gun safety measures is stronger than ever. Still, my Republican colleagues continue to stand in the way. What is it going to take for them to join us in making our nation and communities safe?",https://www.facebook.com/senatormenendez/videos/285669089729817/,,,,,,,1.5,368,874.4473684210526,0.42083722050016553
529,Senator Ben Cardin,senatorbencardin,120421834675191,33252,111659,2021-04-23 16:37:06 CEST,Photo,463,305,73,19,54,5,4,0,0,3,,0,0,0,,https://www.facebook.com/120421834675191/posts/4053243204726348,"A great choice by my home team, and another reason I can't wait to get back to Birdland. In the words of the legendary Rex Barney, ""Thank yoooouuuuuuu!""",https://www.facebook.com/Orioles/photos/a.324802579989/10151712782969990/?type=3,,,Baltimore Orioles,"Congratulations to the new voice of Camden Yards, Adrienne Roberson!

Adrienne becomes the first female public address announcer in Orioles history, and joins the club after spending the last 17 years as the PA announcer for the Bowie Baysox.",,,1.5,463,1142.888888888889,0.40511374684036555
530,Senator Kyrsten Sinema,SenatorSinema,233846963416149,60779,77232,2021-04-15 19:29:37 CEST,Link,301,89,174,3,5,0,11,0,19,0,,0,0,0,,https://www.facebook.com/233846963416149/posts/2245139175620241,We partnered with Senator McConnell to fuel medical research and improve diagnostic and treatment options for Arizonans living with valvular heart disease. http://sinema.senate.gov/sinema-mcconnell-bill-creates-grant-valvular-heart-disease-research:=:https://www.sinema.senate.gov/sinema-mcconnell-bill-creates-grant-valvular-heart-disease-research,http://sinema.senate.gov/sinema-mcconnell-bill-creates-grant-valvular-heart-disease-research,https://www.sinema.senate.gov/sinema-mcconnell-bill-creates-grant-valvular-heart-disease-research,,Sinema-McConnell Bill Creates Grant for Valvular Heart Disease Research | Senator Kyrsten Sinema,Senators’ bipartisan bill advances medical research and diagnostic and treatment options for Arizonans living with valvular heart disease,,,1.5,301,530.1481481481482,0.5677658236691351
531,Ben Ray Luján,SenatorLujan,112962521120,25450,29960,2021-04-28 02:38:41 CEST,Native Video,196,122,26,20,22,0,2,1,3,0,owned,1737,2095,0,00:05:51,https://www.facebook.com/112962521120/posts/10157646284756121,"There’s no reason that the United States of America can’t lead on drunk-driving prevention technology, that we can’t save more lives. Let’s show the families who have lost loved ones to drunk drivers that we can stop these needless deaths and pass the RIDE Act.",https://www.facebook.com/SenatorLujan/videos/907182389853373/,,,Senator Luján Presses Auto Manufacturers' Representative to Support Life-Saving Legislation,,,,1.5,196,498.7857142857143,0.39295431762852645
532,Senator Edward J. Markey,EdJMarkey,6846731378,56756,135306,2021-04-20 14:41:44 CEST,Photo,706,273,209,38,68,1,88,0,25,4,,0,0,0,,https://www.facebook.com/6846731378/posts/10158564899011379,"Matching the scope and scale of the climate crisis means transforming our economy, creating millions of jobs, and delivering justice. The time is now. We're reintroducing the Green New Deal at 11AM ET and streaming it live on Twitter, Facebook, and YouTube.",https://www.facebook.com/EdJMarkey/photos/a.500519636378/10158564898911379/?type=3,,We must pass a GREEN NEW DEAL GND,,,,,1.5,706,1048.8297872340424,0.6731311492037733
533,Senator Mazie K. Hirono,senatorhirono,656523967813557,25798,42335,2021-05-04 19:15:25 CEST,Link,885,423,250,44,118,2,34,0,9,5,,0,0,0,,https://www.facebook.com/656523967813557/posts/2244909568974981,"Hawaii moved to all-mail voting for the 2020 election and saw the biggest increase in voter participation of any state in the country. Voting by mail is safe, effective, and easy. Time for the rest of the country to catch up. That’s why I support the #ForThePeople Act.",https://www.vox.com/2021/5/3/22406391/hr1-poll-for-the-people-act,,,Republicans feared Democrats’ voting protections bill polls well. A new poll says they’re right.,"When partisan cues aren’t present, voters say they like many ideas in the For the People Act.",,,1.49,885,1041.6190476190477,0.8496388406327146
534,Alex Padilla,alexpadilla4ca,471134912978464,28007,29289,2021-04-09 18:55:02 CEST,Link,354,152,23,4,12,6,0,100,1,56,,0,0,0,,https://www.facebook.com/471134912978464/posts/3930953276996593,A sad day for all those touched by the Crown around the world. May he forever rest in peace.,https://abcnews.go.com/GMA/News/story?id=53949231&cid=social_fb_abcn,,,Britain's Prince Philip dies at age 99,"Britain's Prince Philip, a stalwart supporter of his wife, Queen Elizabeth II, for over seven decades, died Friday. He was 99.",,,1.49,354,506.5652173913044,0.698824135267359
535,Senator Maggie Hassan,SenatorHassan,523773000968844,23073,37002,2021-04-20 00:49:25 CEST,Status,548,323,141,13,51,0,12,0,6,2,,0,0,0,,https://www.facebook.com/523773000968844/posts/4315450281801078,"No Granite Stater should be forced to choose between getting a paycheck and staying home when they or a loved one are sick. That’s why I’m supporting the bipartisan Healthy Families Act, which would establish a national paid sick leave policy and help strengthen our public health.",,,,,,,,1.49,548,757.2758620689655,0.7236464641865125
