loss,mean_F1,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,trial_id
1.899275779724121,0.5622009634971619,835.1631236076355,False,,,1,2b320688b5e944a8b4baa43c2e949760,2021-07-01_04-23-35,1625106215,835.1631236076355,226041,TP-X1-C7,192.168.178.28,835.1631236076355,0,1,deb7c_00039
1.7142579555511475,0.6008403301239014,777.4264028072357,False,,,2,2b320688b5e944a8b4baa43c2e949760,2021-07-01_04-36-33,1625106993,1612.5895264148712,226041,TP-X1-C7,192.168.178.28,1612.5895264148712,0,2,deb7c_00039
1.6832143068313599,0.6180832386016846,777.4184999465942,False,,,3,2b320688b5e944a8b4baa43c2e949760,2021-07-01_04-49-30,1625107770,2390.0080263614655,226041,TP-X1-C7,192.168.178.28,2390.0080263614655,0,3,deb7c_00039
1.619504690170288,0.6288859844207764,686.5155131816864,False,,,4,2b320688b5e944a8b4baa43c2e949760,2021-07-01_05-00-57,1625108457,3076.523539543152,226041,TP-X1-C7,192.168.178.28,3076.523539543152,0,4,deb7c_00039
1.6206893920898438,0.6354637145996094,372.6834502220154,False,,,5,2b320688b5e944a8b4baa43c2e949760,2021-07-01_05-07-10,1625108830,3449.2069897651672,226041,TP-X1-C7,192.168.178.28,3449.2069897651672,0,5,deb7c_00039
1.6985574960708618,0.6358221769332886,255.8818006515503,False,,,6,2b320688b5e944a8b4baa43c2e949760,2021-07-01_05-11-25,1625109085,3705.0887904167175,226041,TP-X1-C7,192.168.178.28,3705.0887904167175,0,6,deb7c_00039
1.5954958200454712,0.6385767459869385,231.93042659759521,False,,,7,2b320688b5e944a8b4baa43c2e949760,2021-07-01_05-15-17,1625109317,3937.0192170143127,226041,TP-X1-C7,192.168.178.28,3937.0192170143127,0,7,deb7c_00039
1.5729411840438843,0.6444833874702454,229.8012261390686,False,,,8,2b320688b5e944a8b4baa43c2e949760,2021-07-01_05-19-07,1625109547,4166.820443153381,226041,TP-X1-C7,192.168.178.28,4166.820443153381,0,8,deb7c_00039
1.6342298984527588,0.6450984477996826,188.10750579833984,False,,,9,2b320688b5e944a8b4baa43c2e949760,2021-07-01_05-22-15,1625109735,4354.927948951721,226041,TP-X1-C7,192.168.178.28,4354.927948951721,0,9,deb7c_00039
1.633049726486206,0.6467334032058716,173.00581431388855,False,,,10,2b320688b5e944a8b4baa43c2e949760,2021-07-01_05-25-08,1625109908,4527.93376326561,226041,TP-X1-C7,192.168.178.28,4527.93376326561,0,10,deb7c_00039
1.618938684463501,0.6480741500854492,173.3761591911316,False,,,11,2b320688b5e944a8b4baa43c2e949760,2021-07-01_05-28-02,1625110082,4701.309922456741,226041,TP-X1-C7,192.168.178.28,4701.309922456741,0,11,deb7c_00039
1.586983323097229,0.6499266624450684,172.61563682556152,False,,,12,2b320688b5e944a8b4baa43c2e949760,2021-07-01_05-30-54,1625110254,4873.925559282303,226041,TP-X1-C7,192.168.178.28,4873.925559282303,0,12,deb7c_00039
1.597547173500061,0.6521061658859253,174.34291529655457,False,,,13,2b320688b5e944a8b4baa43c2e949760,2021-07-01_05-33-49,1625110429,5048.268474578857,226041,TP-X1-C7,192.168.178.28,5048.268474578857,0,13,deb7c_00039
1.5976536273956299,0.6537251472473145,172.38808226585388,False,,,14,2b320688b5e944a8b4baa43c2e949760,2021-07-01_05-36-41,1625110601,5220.656556844711,226041,TP-X1-C7,192.168.178.28,5220.656556844711,0,14,deb7c_00039
1.6396526098251343,0.6551886200904846,173.36548352241516,False,,,15,2b320688b5e944a8b4baa43c2e949760,2021-07-01_05-39-34,1625110774,5394.0220403671265,226041,TP-X1-C7,192.168.178.28,5394.0220403671265,0,15,deb7c_00039
1.5565695762634277,0.6572971343994141,174.3042871952057,False,,,16,2b320688b5e944a8b4baa43c2e949760,2021-07-01_05-42-29,1625110949,5568.326327562332,226041,TP-X1-C7,192.168.178.28,5568.326327562332,0,16,deb7c_00039
1.659498929977417,0.6580695509910583,172.45559859275818,False,,,17,2b320688b5e944a8b4baa43c2e949760,2021-07-01_05-45-21,1625111121,5740.78192615509,226041,TP-X1-C7,192.168.178.28,5740.78192615509,0,17,deb7c_00039
1.5757333040237427,0.6593449711799622,173.15984082221985,False,,,18,2b320688b5e944a8b4baa43c2e949760,2021-07-01_05-48-14,1625111294,5913.94176697731,226041,TP-X1-C7,192.168.178.28,5913.94176697731,0,18,deb7c_00039
1.5311517715454102,0.660905122756958,173.66579794883728,False,,,19,2b320688b5e944a8b4baa43c2e949760,2021-07-01_05-51-08,1625111468,6087.6075649261475,226041,TP-X1-C7,192.168.178.28,6087.6075649261475,0,19,deb7c_00039
1.5850101709365845,0.6620452404022217,174.18988132476807,True,,,20,2b320688b5e944a8b4baa43c2e949760,2021-07-01_05-54-02,1625111642,6261.7974462509155,226041,TP-X1-C7,192.168.178.28,6261.7974462509155,0,20,deb7c_00039
